G (switch_off_Aeotec_Outlet_1 -> F log_event)
G (switch_on_Centralite_Outlet_1 -> F log_event)
G (switch_off_Centralite_Outlet_1 -> F log_event)
G (motion_detected_and_high_power_usage -> F notify_user)
G (motion_detected_and_low_power_usage -> F notify_user)
G (temperature_above_20C_and_motion_detected -> F switch_on_fan)
G (temperature_below_18C_and_motion_detected -> F switch_on_heater)
G (motion_sensor_active_and_high_power_usage -> F switch_off_unused_devices)
G (motion_sensor_inactive_and_high_power_usage -> F switch_off_unused_devices)
G (motion_sensor_active_and_low_power_usage -> F switch_on_saving_mode)
G (motion_sensor_inactive_and_low_power_usage -> F switch_on_saving_mode)
G (motion_detected_in_living_room -> F switch_on_living_room_lights)
G (motion_detected_in_bedroom -> F switch_on_bedroom_lights)
G (motion_detected_in_kitchen -> F switch_on_kitchen_lights)
G (motion_detected_in_bathroom -> F switch_on_bathroom_lights)
G (motion_detected_in_garage -> F switch_on_garage_lights)
G (motion_sensor_active_and_low_battery -> F notify_user)
G (motion_sensor_inactive_and_low_battery -> F notify_user)
G (switch_on_Aeotec_Outlet_1_and_high_temperature -> F switch_on_fan)
G (switch_off_Aeotec_Outlet_1_and_low_temperature -> F switch_off_fan)
G (switch_on_Centralite_Outlet_1_and_high_temperature -> F switch_on_fan)
G (switch_off_Centralite_Outlet_1_and_low_temperature -> F switch_off_fan)
G (high_power_usage_and_motion_detected -> F notify_user)
G (low_power_usage_and_motion_detected -> F notify_user)
G (motion_sensor_active_and_high_temperature -> F switch_on_air_conditioner)
G (motion_sensor_inactive_and_high_temperature -> F switch_on_air_conditioner)
G (motion_sensor_active_and_low_temperature -> F switch_on_heater)
G (motion_sensor_inactive_and_low_temperature -> F switch_on_heater)
G (motion_sensor_active_and_high_humidity -> F switch_on_dehumidifier)
G (motion_sensor_inactive_and_high_humidity -> F switch_on_dehumidifier)
G (motion_sensor_active_and_low_humidity -> F switch_on_humidifier)
G (motion_sensor_inactive_and_low_humidity -> F switch_on_humidifier)
G (motion_detected_and_firmware_update_available -> F notify_user)
G (motion_not_detected_and_firmware_update_available -> F notify_user)
G (motion_detected_and_high_battery -> F log_event)
G (motion_not_detected_and_high_battery -> F log_event)
G (motion_detected_and_low_battery -> F notify_user)
G (motion_not_detected_and_low_battery -> F notify_user)
G (motion_detected_and_switch_on_Aeotec_Outlet_1 -> F notify_user)
G (motion_not_detected_and_switch_on_Aeotec_Outlet_1 -> F notify_user)
G (motion_detected_and_switch_off_Aeotec_Outlet_1 -> F notify_user)
G (motion_not_detected_and_switch_off_Aeotec_Outlet_1 -> F notify_user)
G (motion_detected_and_switch_on_Centralite_Outlet_1 -> F notify_user)
G (motion_not_detected_and_switch_on_Centralite_Outlet_1 -> F notify_user)
G (motion_detected_and_switch_off_Centralite_Outlet_1 -> F notify_user)
G (motion_not_detected_and_switch_off_Centralite_Outlet_1 -> F notify_user)
